systems_impacted,num_files_changed,deployment_hour,deployment_day,engineer_experience,historical_failures,dependency_count,rollback_required,test_coverage,change_type,change_failed
6,61,16,Sunday,4,2,2,1,76,Network,0
9,93,12,Friday,11,0,8,0,78,Infrastructure,0
7,68,15,Sunday,11,1,9,0,67,Infrastructure,0
9,74,8,Thursday,7,2,7,0,55,Infrastructure,0
2,25,23,Thursday,1,1,6,0,47,Network,0
12,95,3,Tuesday,9,3,11,1,72,Network,1
8,67,23,Wednesday,3,2,10,0,92,Network,1
8,2,15,Wednesday,6,5,1,1,74,Infrastructure,0
2,89,22,Monday,10,5,9,1,94,Infrastructure,1
12,49,10,Thursday,14,4,4,0,77,Database,0
14,70,6,Sunday,5,1,4,1,51,Application,1
4,26,16,Friday,4,5,5,1,54,Database,1
14,72,21,Tuesday,9,5,5,1,56,Application,1
11,99,12,Sunday,11,4,2,1,66,Database,0
7,27,3,Wednesday,12,4,10,1,89,Infrastructure,1
11,89,13,Monday,14,5,3,0,60,Network,0
4,18,9,Friday,9,1,0,1,60,Application,0
4,54,9,Thursday,1,1,10,0,56,Network,0
6,1,9,Sunday,7,0,0,1,66,Application,0
10,61,11,Friday,10,0,4,1,51,Network,0
6,3,1,Wednesday,9,2,11,0,87,Database,0
10,68,22,Tuesday,5,2,3,0,83,Network,0
3,41,8,Sunday,1,2,6,1,75,Application,0
9,37,4,Thursday,8,0,6,0,67,Infrastructure,0
12,51,7,Tuesday,5,4,3,0,64,Application,0
10,15,20,Saturday,6,5,9,0,48,Network,1
14,8,13,Friday,7,3,1,1,86,Database,1
11,38,6,Friday,10,3,9,0,76,Application,1
2,83,6,Monday,7,5,3,0,62,Database,0
6,56,8,Thursday,13,1,7,0,50,Infrastructure,0
12,47,2,Friday,14,0,1,1,89,Database,0
7,90,13,Wednesday,12,1,4,0,40,Database,0
12,10,16,Saturday,7,3,6,0,55,Application,1
13,78,17,Wednesday,1,1,9,1,99,Database,1
9,49,11,Tuesday,7,0,5,0,89,Database,0
13,41,21,Saturday,11,0,8,1,52,Database,1
3,83,13,Saturday,3,0,1,1,59,Network,0
10,30,12,Wednesday,5,3,3,1,55,Database,0
3,5,13,Friday,10,0,6,0,93,Database,0
7,95,8,Wednesday,5,2,11,0,55,Database,1
14,71,18,Thursday,8,2,7,1,74,Application,1
4,83,1,Tuesday,7,5,4,0,89,Application,0
13,31,10,Sunday,7,0,4,0,71,Database,0
8,52,16,Saturday,6,2,3,1,100,Database,0
13,88,1,Thursday,7,0,8,0,62,Network,0
7,98,18,Friday,14,3,11,0,95,Database,1
5,23,6,Friday,7,2,9,0,64,Infrastructure,0
7,48,17,Wednesday,5,3,3,0,82,Database,0
3,40,12,Monday,5,2,2,1,67,Application,0
12,6,4,Saturday,4,4,8,0,97,Application,1
2,38,17,Saturday,14,4,6,1,84,Database,0
6,41,22,Monday,4,5,8,1,95,Application,1
2,27,23,Friday,5,5,3,1,41,Network,1
3,75,23,Friday,10,5,2,0,42,Application,1
6,69,15,Sunday,9,3,9,1,70,Infrastructure,1
5,57,14,Sunday,14,2,7,0,72,Database,0
8,17,7,Saturday,11,4,3,1,72,Application,0
9,71,14,Sunday,12,0,9,0,86,Application,0
11,91,0,Sunday,6,1,2,1,93,Database,0
3,47,16,Tuesday,8,4,11,1,74,Application,1
12,79,14,Saturday,9,4,3,1,75,Infrastructure,1
10,13,13,Friday,12,0,1,1,65,Database,0
3,11,13,Friday,14,4,11,1,51,Application,1
3,90,9,Sunday,4,4,10,1,95,Network,1
13,86,1,Tuesday,12,4,3,1,92,Network,1
13,92,5,Sunday,13,5,6,1,83,Database,1
6,24,16,Sunday,7,5,2,1,85,Application,0
1,93,4,Thursday,5,2,0,0,50,Network,0
7,73,4,Thursday,4,5,9,0,45,Infrastructure,1
12,4,14,Tuesday,12,4,7,0,64,Application,1
1,46,14,Tuesday,7,1,5,1,85,Infrastructure,0
14,18,19,Thursday,3,5,2,0,98,Network,0
5,43,10,Thursday,1,2,7,1,98,Database,0
10,80,4,Thursday,7,2,5,0,73,Infrastructure,0
13,33,0,Thursday,9,3,0,0,74,Network,0
8,93,10,Saturday,2,4,8,1,60,Database,1
4,10,10,Saturday,7,1,10,0,57,Application,0
5,73,5,Sunday,10,1,8,1,47,Network,0
4,59,22,Wednesday,2,3,8,0,73,Network,0
12,31,7,Sunday,13,1,11,0,91,Application,1
12,28,1,Tuesday,13,2,5,0,87,Application,0
14,60,14,Monday,3,0,5,1,53,Application,1
4,3,22,Wednesday,13,2,3,0,58,Database,0
12,55,21,Monday,10,5,7,1,59,Database,1
8,14,8,Monday,14,0,8,0,43,Application,0
2,58,14,Friday,12,1,11,0,77,Database,0
1,89,7,Tuesday,10,4,6,1,71,Network,0
3,15,15,Saturday,3,0,6,1,65,Database,0
9,2,13,Wednesday,12,2,1,0,67,Network,0
4,24,14,Sunday,13,2,1,0,51,Network,0
10,78,19,Tuesday,4,5,11,1,97,Database,1
5,64,12,Thursday,6,2,9,1,49,Application,0
2,71,8,Tuesday,3,5,10,0,80,Infrastructure,1
4,24,0,Monday,13,2,1,1,74,Infrastructure,0
2,27,5,Saturday,9,3,3,0,72,Database,0
2,37,7,Thursday,2,1,8,1,53,Network,0
4,94,19,Tuesday,7,4,4,1,79,Infrastructure,0
6,91,17,Tuesday,6,5,1,0,62,Network,0
7,39,17,Saturday,14,3,3,0,57,Network,0
10,63,16,Monday,2,1,6,0,92,Network,0
3,79,20,Sunday,11,5,4,0,83,Network,0
3,26,15,Thursday,3,0,10,1,51,Infrastructure,0
10,65,12,Monday,6,3,7,1,81,Database,1
6,4,21,Saturday,10,5,0,1,75,Database,0
13,29,3,Tuesday,4,3,4,1,64,Network,1
12,1,3,Sunday,1,3,3,1,91,Network,0
3,50,20,Wednesday,1,3,2,0,76,Database,0
13,86,13,Wednesday,3,0,6,0,79,Application,0
2,11,4,Friday,8,2,9,1,90,Network,0
8,74,15,Wednesday,11,3,10,1,61,Infrastructure,1
5,59,13,Saturday,4,1,0,0,45,Infrastructure,0
1,62,13,Saturday,11,2,5,1,55,Network,0
3,81,13,Saturday,1,0,7,0,62,Network,0
10,36,23,Thursday,8,4,1,1,48,Database,1
8,56,13,Friday,10,0,5,1,82,Application,0
4,90,18,Thursday,6,4,10,1,74,Database,1
14,21,2,Sunday,1,1,0,0,68,Application,0
7,13,16,Wednesday,12,4,5,0,53,Infrastructure,0
10,9,13,Sunday,10,5,5,1,44,Database,1
12,11,9,Wednesday,10,3,4,1,60,Database,1
14,75,12,Tuesday,6,2,6,0,92,Network,0
14,70,21,Thursday,1,5,4,0,45,Network,1
2,1,3,Monday,10,2,7,1,40,Infrastructure,0
7,70,10,Sunday,10,3,1,0,70,Application,0
5,77,14,Tuesday,3,2,5,1,84,Application,0
5,86,14,Thursday,2,0,4,1,80,Infrastructure,0
6,56,23,Saturday,4,3,9,1,67,Application,1
13,31,1,Friday,2,3,1,0,42,Network,1
9,86,10,Sunday,11,2,10,0,77,Infrastructure,1
14,37,1,Thursday,13,5,6,1,91,Network,1
6,47,22,Friday,5,4,3,1,62,Infrastructure,1
12,91,4,Sunday,4,1,5,1,79,Infrastructure,0
13,78,12,Friday,6,4,4,1,43,Application,1
14,47,0,Sunday,14,0,3,0,97,Database,0
8,69,6,Wednesday,7,3,1,1,45,Infrastructure,0
7,58,6,Monday,12,3,6,0,51,Application,0
9,36,9,Sunday,2,0,4,1,51,Infrastructure,0
4,32,5,Thursday,2,1,2,1,97,Application,0
2,98,19,Monday,8,3,5,0,46,Infrastructure,0
7,64,11,Friday,13,4,7,0,67,Application,1
6,71,12,Wednesday,13,0,10,0,65,Infrastructure,0
1,42,23,Sunday,9,3,9,0,87,Infrastructure,0
11,48,10,Monday,5,4,9,0,46,Infrastructure,1
9,74,17,Tuesday,7,0,11,0,96,Application,0
9,81,1,Friday,13,0,1,1,95,Database,0
12,30,15,Tuesday,12,0,10,0,42,Infrastructure,1
2,21,1,Saturday,9,1,9,1,52,Application,0
3,60,18,Monday,14,0,11,0,91,Network,0
5,13,5,Monday,1,5,3,0,80,Application,0
5,1,0,Monday,8,2,2,0,50,Application,0
1,65,10,Saturday,10,2,6,1,78,Database,0
8,33,17,Thursday,10,0,9,1,62,Network,1
12,38,9,Friday,9,3,7,0,86,Network,1
8,25,17,Friday,9,2,7,0,40,Database,1
4,26,0,Sunday,10,4,3,1,73,Database,0
13,77,18,Sunday,7,4,9,0,70,Infrastructure,1
7,59,15,Sunday,12,3,1,1,72,Infrastructure,0
11,92,6,Friday,12,4,5,0,86,Application,1
10,33,14,Thursday,12,5,2,1,75,Application,1
3,41,0,Monday,12,3,7,1,75,Infrastructure,0
6,30,22,Monday,10,4,2,0,53,Network,0
14,57,20,Saturday,3,0,1,0,76,Application,0
10,49,8,Tuesday,13,4,8,1,71,Application,1
13,48,1,Thursday,13,0,8,0,92,Database,0
10,72,16,Wednesday,5,4,8,0,67,Infrastructure,1
12,49,23,Thursday,13,4,2,0,40,Database,1
14,47,9,Saturday,2,4,1,0,86,Application,0
9,56,5,Tuesday,11,0,3,1,46,Infrastructure,0
1,65,4,Tuesday,10,4,1,1,55,Network,0
5,12,7,Sunday,3,4,7,1,93,Network,0
4,69,7,Sunday,10,5,9,1,71,Database,1
8,88,4,Tuesday,7,1,0,1,63,Infrastructure,0
11,6,11,Monday,1,0,1,0,53,Application,0
12,89,6,Wednesday,3,5,5,1,86,Network,1
1,65,12,Tuesday,5,2,8,1,54,Network,0
9,25,12,Friday,11,3,9,0,91,Network,1
6,1,16,Monday,14,1,11,1,40,Application,1
4,32,3,Wednesday,4,5,4,0,67,Application,0
12,3,17,Friday,3,5,4,1,58,Network,1
9,49,9,Wednesday,6,4,2,0,96,Infrastructure,0
11,19,2,Saturday,12,2,7,1,97,Infrastructure,0
5,60,11,Wednesday,6,2,11,1,46,Database,1
5,29,0,Friday,4,4,5,1,57,Infrastructure,1
12,50,10,Thursday,9,5,9,0,86,Database,1
5,2,17,Wednesday,11,5,11,0,52,Database,1
1,73,12,Thursday,6,4,1,1,90,Network,0
1,56,16,Wednesday,9,1,11,1,57,Database,0
8,17,7,Saturday,13,0,11,0,43,Infrastructure,1
12,60,19,Friday,11,1,4,0,89,Infrastructure,0
8,36,18,Wednesday,10,0,3,1,43,Infrastructure,0
12,61,16,Tuesday,10,2,10,0,66,Network,1
6,17,1,Saturday,2,3,9,0,55,Database,0
12,49,2,Tuesday,6,4,8,0,53,Application,1
11,76,2,Saturday,14,1,3,0,53,Database,0
13,60,5,Saturday,4,2,7,0,46,Database,1
4,20,9,Sunday,2,1,0,0,84,Network,0
2,50,23,Wednesday,5,5,4,0,95,Database,0
14,3,21,Friday,14,0,8,0,53,Infrastructure,1
2,43,17,Sunday,3,4,2,1,81,Database,0
9,57,17,Friday,6,5,10,0,84,Network,1
5,50,13,Monday,11,0,5,0,45,Database,0
4,68,15,Friday,14,5,10,0,82,Network,1
10,81,6,Thursday,8,0,9,0,96,Network,0
13,50,0,Wednesday,4,0,5,1,77,Network,0
1,37,16,Tuesday,12,5,10,1,66,Database,1
7,46,22,Friday,4,2,5,1,50,Application,1
3,42,4,Tuesday,5,4,3,0,70,Network,0
6,15,0,Monday,6,3,6,1,90,Network,0
5,33,20,Wednesday,11,1,2,1,88,Infrastructure,0
5,80,16,Friday,7,0,5,1,96,Network,0
11,11,9,Sunday,6,4,9,0,42,Database,1
5,20,11,Tuesday,7,1,4,0,40,Database,0
1,24,19,Sunday,9,4,2,1,55,Application,0
1,64,1,Saturday,4,5,1,1,83,Infrastructure,0
3,80,22,Sunday,10,1,11,0,66,Network,0
14,94,15,Friday,1,4,0,0,85,Database,1
12,98,14,Monday,9,3,7,1,89,Infrastructure,1
10,65,12,Sunday,7,4,0,0,99,Database,0
4,88,17,Saturday,4,4,4,1,42,Network,0
5,88,19,Tuesday,10,0,4,0,95,Database,0
2,73,21,Tuesday,8,0,0,1,47,Infrastructure,0
8,86,13,Wednesday,12,0,8,1,89,Application,0
11,76,17,Sunday,7,5,4,1,55,Network,1
11,17,1,Sunday,12,4,8,1,86,Database,1
14,89,1,Wednesday,2,3,10,1,93,Infrastructure,1
2,92,2,Tuesday,1,1,5,1,41,Database,0
9,61,4,Saturday,9,0,6,0,68,Database,0
2,15,15,Sunday,7,2,6,0,55,Application,0
13,94,21,Wednesday,14,4,1,1,94,Application,0
9,51,14,Tuesday,10,3,4,0,68,Network,0
7,27,11,Saturday,1,3,1,0,70,Network,0
8,86,8,Thursday,13,0,3,0,81,Network,0
11,74,13,Friday,4,5,11,1,98,Network,1
2,61,20,Sunday,5,0,2,1,50,Infrastructure,0
7,58,15,Thursday,5,5,11,0,90,Network,1
12,31,10,Thursday,14,2,10,0,71,Network,0
6,91,5,Friday,14,2,5,1,63,Database,0
4,12,9,Tuesday,14,0,10,1,58,Database,0
7,46,7,Tuesday,5,1,4,0,71,Infrastructure,0
14,31,15,Wednesday,11,0,0,0,49,Database,0
13,32,2,Monday,3,0,1,0,93,Database,0
4,32,1,Tuesday,5,3,6,0,88,Infrastructure,0
2,99,15,Friday,4,0,8,0,95,Application,0
10,53,18,Monday,5,0,0,0,71,Database,0
12,61,8,Friday,7,0,3,0,62,Application,0
7,46,15,Friday,5,1,10,0,72,Application,0
8,85,21,Friday,14,3,2,0,69,Application,0
2,74,3,Sunday,14,4,11,1,69,Infrastructure,1
5,80,9,Sunday,14,4,11,1,46,Network,1
1,7,18,Monday,8,4,10,1,55,Infrastructure,1
7,4,12,Thursday,8,4,4,0,82,Infrastructure,0
8,91,17,Sunday,3,3,4,0,92,Network,0
13,52,14,Saturday,5,0,11,1,89,Application,1
6,89,3,Friday,12,4,9,0,40,Network,1
5,31,8,Sunday,4,0,9,0,69,Application,0
6,75,3,Wednesday,14,4,10,1,73,Network,1
2,84,15,Tuesday,14,1,1,1,100,Application,0
1,36,20,Saturday,5,0,4,1,93,Database,0
7,54,14,Tuesday,8,3,3,0,73,Application,0
7,54,23,Tuesday,4,5,0,1,100,Network,0
10,17,1,Monday,5,1,11,1,77,Database,1
11,75,13,Wednesday,7,5,0,0,100,Application,0
10,30,2,Wednesday,3,1,0,1,70,Database,0
14,99,21,Saturday,13,3,7,0,99,Database,1
2,22,22,Wednesday,6,1,2,0,95,Infrastructure,0
2,43,3,Wednesday,9,0,8,0,47,Network,0
1,27,0,Wednesday,11,2,9,0,93,Infrastructure,0
10,37,22,Saturday,4,2,1,0,92,Network,0
8,46,8,Thursday,4,4,8,1,59,Application,1
8,35,16,Wednesday,6,4,10,1,85,Infrastructure,1
1,4,13,Sunday,6,0,8,0,93,Database,0
12,80,16,Wednesday,3,3,3,0,68,Infrastructure,0
11,80,0,Monday,14,0,3,1,70,Infrastructure,0
8,85,9,Monday,1,4,3,1,60,Database,0
9,26,22,Sunday,3,1,11,0,65,Network,1
14,19,15,Wednesday,8,5,0,1,70,Application,1
4,81,18,Thursday,8,0,4,0,59,Application,0
1,45,23,Wednesday,6,0,5,0,61,Database,0
1,26,2,Sunday,7,3,3,1,96,Network,0
3,22,11,Wednesday,2,4,7,0,96,Network,0
14,58,2,Wednesday,9,0,2,0,79,Infrastructure,0
5,63,14,Friday,3,1,10,1,65,Application,1
5,28,16,Thursday,2,5,8,1,56,Network,1
9,65,17,Tuesday,5,1,6,1,64,Database,0
10,44,6,Sunday,1,2,7,0,76,Application,0
14,43,18,Wednesday,5,4,6,1,66,Database,1
12,37,6,Sunday,10,1,8,0,42,Network,0
2,66,4,Tuesday,4,3,1,0,95,Infrastructure,0
2,17,7,Thursday,12,5,3,0,63,Application,0
6,40,20,Sunday,6,4,1,0,64,Network,0
9,38,15,Wednesday,12,1,7,1,89,Network,0
1,85,15,Tuesday,5,0,1,0,49,Database,0
9,61,18,Sunday,9,4,7,1,75,Application,1
9,9,14,Saturday,5,1,5,1,81,Network,0
13,77,6,Tuesday,13,0,6,1,57,Infrastructure,0
9,75,4,Thursday,8,2,10,1,100,Application,1
5,61,22,Wednesday,12,5,5,1,84,Database,1
13,80,10,Friday,13,4,11,1,93,Infrastructure,1
9,16,9,Thursday,2,4,8,1,56,Network,1
11,2,20,Friday,3,1,3,1,53,Network,0
4,72,22,Wednesday,3,2,0,1,97,Network,0
2,43,8,Tuesday,3,3,8,0,58,Network,0
13,42,0,Saturday,6,1,9,1,57,Database,1
6,77,19,Saturday,7,1,7,0,62,Infrastructure,0
14,57,0,Sunday,7,3,0,0,47,Application,0
4,81,7,Thursday,12,3,9,0,89,Network,0
6,88,2,Thursday,7,3,5,1,55,Infrastructure,0
3,67,1,Thursday,12,5,9,1,64,Infrastructure,1
6,30,3,Monday,3,3,11,0,82,Infrastructure,1
2,13,18,Saturday,1,3,11,1,71,Infrastructure,1
2,19,10,Saturday,6,0,3,0,88,Database,0
13,7,4,Wednesday,3,0,10,1,89,Infrastructure,1
9,9,23,Monday,13,3,1,1,58,Database,1
7,83,9,Thursday,3,5,2,0,57,Database,0
3,54,23,Thursday,3,5,11,1,71,Network,1
13,86,22,Friday,9,2,11,1,85,Application,1
11,82,7,Sunday,12,5,8,0,88,Application,1
1,61,12,Monday,4,2,4,0,79,Infrastructure,0
8,87,4,Sunday,5,3,6,1,54,Infrastructure,1
14,2,11,Tuesday,3,5,1,1,88,Application,0
6,50,12,Sunday,10,0,7,0,60,Application,0
7,75,21,Saturday,13,2,2,0,50,Database,0
9,31,7,Wednesday,12,0,0,0,68,Infrastructure,0
5,33,14,Tuesday,1,1,7,0,71,Application,0
1,78,12,Tuesday,12,0,10,1,45,Application,0
12,80,0,Wednesday,4,3,10,0,94,Database,1
10,11,21,Thursday,1,5,8,0,58,Network,1
7,33,5,Saturday,11,5,7,0,55,Database,1
5,7,10,Friday,11,4,0,1,51,Application,0
3,31,12,Thursday,7,3,11,0,54,Infrastructure,1
12,48,20,Sunday,7,1,6,1,50,Network,1
13,47,19,Thursday,4,5,6,0,78,Database,1
9,78,0,Monday,5,0,3,1,95,Network,0
1,92,10,Tuesday,10,2,11,0,49,Network,0
1,53,10,Tuesday,7,3,7,1,90,Database,0
1,80,7,Saturday,13,5,4,1,76,Infrastructure,0
3,19,21,Sunday,6,2,11,0,88,Application,0
12,81,2,Tuesday,13,0,3,0,96,Application,0
6,90,18,Friday,4,5,4,1,63,Infrastructure,0
10,6,11,Friday,4,1,10,0,90,Network,1
11,49,5,Sunday,2,3,1,0,75,Infrastructure,0
3,73,22,Friday,10,2,3,1,40,Network,0
8,50,7,Wednesday,2,5,9,0,85,Database,1
14,81,4,Sunday,12,3,7,0,56,Network,1
14,95,9,Saturday,4,5,6,0,53,Application,1
10,12,21,Friday,5,3,11,0,77,Application,1
2,23,15,Monday,4,2,7,1,93,Network,0
14,54,11,Monday,14,1,6,1,64,Application,1
9,69,16,Thursday,3,3,6,1,99,Infrastructure,0
3,59,5,Thursday,11,1,10,1,76,Network,0
5,36,8,Saturday,2,1,6,0,74,Infrastructure,0
10,3,9,Sunday,4,0,1,1,61,Application,0
8,58,19,Thursday,14,5,2,0,95,Infrastructure,0
2,88,13,Thursday,11,2,0,0,99,Network,0
6,55,13,Monday,5,0,1,1,86,Infrastructure,0
12,57,16,Thursday,1,4,9,0,46,Infrastructure,1
5,17,15,Monday,13,5,5,1,50,Application,0
13,39,3,Friday,1,0,1,0,49,Application,0
10,90,1,Friday,6,3,0,0,53,Network,0
9,68,15,Saturday,5,3,7,1,74,Network,1
12,55,0,Wednesday,11,3,8,0,85,Application,1
5,45,2,Thursday,4,4,6,0,88,Database,0
2,76,22,Friday,1,1,2,1,75,Application,0
5,1,10,Friday,12,3,0,1,45,Database,0
12,21,15,Sunday,14,5,3,0,91,Infrastructure,0
4,83,17,Saturday,7,5,9,1,44,Network,1
11,21,14,Tuesday,4,0,10,0,81,Infrastructure,0
7,52,8,Tuesday,3,1,2,1,46,Infrastructure,0
6,82,11,Saturday,14,0,10,1,54,Application,0
14,43,17,Monday,7,0,2,0,60,Network,0
2,52,4,Wednesday,2,3,1,1,92,Database,0
12,67,23,Sunday,10,0,10,0,57,Application,1
11,44,7,Sunday,1,4,9,1,40,Application,1
11,32,2,Saturday,11,5,2,0,43,Infrastructure,0
13,10,1,Tuesday,4,5,10,0,50,Database,1
5,64,18,Wednesday,13,5,4,1,49,Application,1
7,79,7,Friday,8,1,3,1,84,Network,0
11,69,1,Saturday,13,3,0,0,95,Database,0
7,68,18,Monday,6,3,0,1,58,Application,0
5,28,0,Wednesday,9,0,0,0,93,Infrastructure,0
12,53,21,Tuesday,1,0,11,0,81,Application,1
9,51,12,Friday,1,2,9,0,69,Database,1
4,53,22,Saturday,11,2,8,1,89,Infrastructure,0
11,4,19,Sunday,5,3,8,1,80,Application,1
3,79,16,Thursday,6,3,8,0,80,Database,0
4,17,2,Sunday,8,0,9,1,59,Database,0
5,67,8,Sunday,3,4,3,1,99,Infrastructure,0
13,74,4,Friday,6,4,3,1,66,Infrastructure,1
6,47,5,Tuesday,3,5,9,0,51,Network,1
3,56,3,Saturday,8,0,6,0,95,Network,0
2,23,16,Tuesday,12,2,2,1,53,Application,0
14,18,20,Thursday,11,2,9,0,73,Network,1
13,1,20,Sunday,11,4,2,0,81,Network,0
4,35,20,Friday,4,3,3,0,89,Infrastructure,0
5,64,15,Wednesday,2,0,10,1,77,Application,0
4,58,15,Wednesday,12,5,5,0,41,Database,0
14,95,21,Friday,9,5,0,0,88,Infrastructure,1
11,59,10,Wednesday,10,3,10,1,97,Database,1
13,1,1,Sunday,13,2,2,1,71,Network,0
12,3,16,Saturday,8,4,11,0,57,Network,1
3,67,14,Friday,6,3,4,1,89,Network,0
8,37,17,Friday,3,2,10,0,60,Database,1
10,83,9,Tuesday,2,2,3,1,85,Application,0
4,29,5,Monday,13,5,7,0,93,Infrastructure,0
14,89,20,Tuesday,4,2,8,1,50,Network,1
2,33,15,Wednesday,4,3,7,0,69,Network,0
2,61,4,Monday,1,1,10,0,58,Application,0
1,93,11,Friday,9,4,10,0,87,Infrastructure,1
13,90,5,Wednesday,10,2,8,0,79,Application,1
4,4,13,Thursday,8,3,7,1,89,Application,0
10,14,22,Wednesday,7,5,9,0,69,Network,1
9,91,15,Monday,6,0,0,0,97,Network,0
14,33,6,Monday,3,5,6,1,74,Application,1
11,22,1,Friday,4,4,8,1,43,Database,1
7,48,5,Saturday,2,0,0,0,60,Network,0
12,3,8,Thursday,7,0,9,1,44,Infrastructure,1
10,87,6,Friday,2,5,0,0,93,Network,0
7,85,1,Thursday,14,3,9,1,75,Database,1
13,23,18,Thursday,10,5,1,1,97,Database,0
7,68,7,Friday,1,1,4,0,66,Application,0
8,21,10,Sunday,6,3,11,0,46,Application,1
1,43,3,Wednesday,4,3,7,0,100,Database,0
10,95,15,Tuesday,8,4,7,0,99,Infrastructure,1
13,85,17,Thursday,1,3,9,0,95,Application,1
10,26,12,Sunday,9,4,3,1,70,Database,0
8,41,4,Monday,6,2,6,1,59,Infrastructure,0
4,99,1,Friday,14,4,6,1,64,Infrastructure,0
4,38,10,Saturday,2,3,8,1,77,Database,0
4,88,0,Sunday,8,2,8,0,99,Database,0
6,11,12,Wednesday,5,2,2,1,95,Infrastructure,0
7,29,4,Sunday,5,1,10,1,64,Infrastructure,1
6,60,17,Thursday,5,5,7,1,56,Database,1
1,67,13,Saturday,7,3,4,1,85,Database,0
12,65,12,Sunday,7,0,4,0,76,Network,0
8,61,6,Wednesday,10,5,7,0,54,Infrastructure,1
13,19,7,Sunday,11,3,5,1,94,Application,1
10,46,17,Friday,7,0,9,1,49,Network,1
11,49,6,Saturday,12,5,9,1,73,Network,1
13,22,19,Monday,10,1,0,1,83,Infrastructure,0
7,78,16,Thursday,2,3,3,0,82,Infrastructure,0
6,57,15,Thursday,8,5,8,1,46,Network,1
6,14,10,Saturday,1,1,4,0,78,Infrastructure,0
5,44,18,Wednesday,13,0,3,1,90,Infrastructure,0
6,16,0,Friday,14,4,10,0,64,Application,1
12,97,20,Sunday,2,3,9,1,78,Database,1
9,77,7,Sunday,11,2,0,0,85,Network,0
10,12,0,Tuesday,7,2,8,0,83,Infrastructure,1
9,55,8,Thursday,4,1,7,0,67,Database,0
10,51,18,Sunday,11,4,2,1,81,Database,0
8,39,20,Monday,10,2,8,1,66,Database,0
10,33,8,Thursday,10,2,0,0,76,Infrastructure,0
9,33,20,Thursday,9,3,3,0,94,Network,0
13,29,9,Tuesday,11,2,4,1,78,Network,1
10,69,23,Tuesday,9,0,3,1,77,Infrastructure,0
8,70,22,Friday,14,1,3,0,91,Infrastructure,0
8,31,10,Sunday,3,5,8,1,95,Network,1
1,80,0,Sunday,13,2,4,0,67,Network,0
10,31,19,Thursday,14,3,0,1,73,Network,0
11,89,7,Thursday,13,5,6,1,68,Application,1
5,46,19,Wednesday,3,0,5,0,84,Database,0
4,97,11,Wednesday,9,5,8,1,87,Application,1
2,77,0,Sunday,13,2,3,1,47,Application,0
8,52,9,Saturday,10,1,9,1,52,Infrastructure,1
3,10,3,Saturday,12,1,5,0,85,Database,0
4,88,14,Monday,8,1,9,0,76,Database,0
12,74,18,Sunday,1,2,6,1,94,Network,1
7,41,5,Sunday,6,0,3,0,42,Infrastructure,0
10,95,4,Sunday,7,4,11,1,53,Infrastructure,1
9,77,4,Monday,14,5,8,0,71,Network,1
2,3,17,Wednesday,11,1,0,0,62,Network,0
3,59,2,Saturday,14,0,0,1,96,Application,0
4,52,21,Sunday,8,3,2,1,62,Network,0
10,34,1,Monday,12,3,8,1,52,Network,1
1,49,3,Thursday,12,0,4,0,88,Infrastructure,0
7,28,17,Saturday,2,3,0,1,80,Application,0
2,83,8,Tuesday,14,3,11,1,78,Database,1
5,87,18,Saturday,1,1,4,1,89,Application,0
1,96,9,Thursday,4,2,5,0,60,Infrastructure,0
3,13,21,Wednesday,1,2,3,0,82,Database,0
12,97,14,Friday,2,2,6,0,87,Application,1
2,98,0,Friday,3,2,10,1,97,Network,0
1,97,10,Wednesday,4,0,2,1,70,Application,0
7,69,13,Thursday,12,1,4,0,89,Database,0
5,67,9,Monday,12,0,5,1,46,Application,0
1,61,18,Saturday,6,5,6,0,96,Application,0
6,60,23,Saturday,8,5,9,0,75,Application,1
5,71,20,Monday,9,3,1,0,58,Network,0
3,24,15,Friday,4,1,4,0,61,Infrastructure,0
12,63,7,Sunday,1,4,6,0,63,Infrastructure,1
7,86,1,Sunday,14,2,6,1,63,Infrastructure,0
11,61,22,Wednesday,5,5,11,1,95,Application,1
10,23,6,Sunday,5,5,2,0,60,Database,0
9,30,18,Wednesday,9,3,7,1,100,Application,0
14,60,6,Sunday,6,2,0,0,82,Application,0
13,18,14,Tuesday,5,2,3,1,52,Infrastructure,0
13,96,7,Friday,10,2,2,0,99,Infrastructure,0
9,56,13,Wednesday,10,5,3,1,45,Network,1
14,53,0,Tuesday,5,4,10,0,67,Application,1
9,7,12,Monday,8,3,8,0,71,Network,0
2,97,2,Friday,11,2,10,0,52,Network,0
3,69,20,Friday,1,2,11,0,73,Network,1
7,92,5,Wednesday,5,1,7,0,71,Infrastructure,0
5,72,18,Wednesday,1,2,10,1,93,Network,1
2,79,14,Thursday,7,1,3,0,53,Application,0
3,52,3,Sunday,14,3,7,1,71,Network,0
10,4,20,Monday,7,3,0,0,84,Infrastructure,0
6,34,2,Monday,13,3,11,0,44,Application,1
13,69,3,Saturday,10,1,7,1,74,Application,1
7,33,4,Tuesday,8,5,9,0,95,Database,0
9,69,17,Tuesday,14,5,1,0,43,Infrastructure,0
1,38,9,Thursday,7,4,5,0,53,Database,0
11,98,7,Saturday,11,4,5,0,57,Infrastructure,1
7,26,11,Monday,9,5,2,0,50,Infrastructure,0
8,1,21,Sunday,8,5,4,0,58,Infrastructure,0
12,4,2,Sunday,8,2,1,1,41,Database,0
